target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q13315_WT	Fold 2	2:174		0.0	0.9886363636363636	0.5	1.0	0.0	0.9886363636363636	0.0	0.9942857142857142	0.0	1.0
Q13315_WT	Fold 3	2:174		0.7050835816716038	0.9943181818181818	0.75	1.0	0.5	0.9942857142857143	1.0	0.9971346704871061	0.0028735632183908046	0.9971264367816092
Q13315_WT	Fold 4	1:175		0.0	0.9943181818181818	0.5	1.0	0.0	0.9943181818181818	0.0	0.9971509971509972	0.1457142857142857	0.8542857142857143
Q13315_WT	Fold 5	1:175		0.0	0.9943181818181818	0.5	1.0	0.0	0.9943181818181818	0.0	0.9971509971509972	0.8914285714285715	0.10857142857142857
Q13315_WT	Mean	-		0.23987385919146362	0.992058294812532	0.5994285714285714	0.9988571428571429	0.2	0.9931688311688311	0.3	0.9960016186721058	0.20914614121510672	0.7908538587848932
Q13315_WT	SD	-		0.2750042068989628	0.002526698454934668	0.11116758202154531	0.002086562123829189	0.22360679774997896	0.002068821385747402	0.3651483716701107	0.0012789711957551617	0.3154911302296141	0.3154911302296141
Q13315_WT	Test set	55:49		0.0	0.47115384615384615	0.5	1.0	0.0	0.47115384615384615	0.0	0.6405228758169934	0.3998144712430427	0.6001855287569573
P78527_WT	Fold 1	5:40		0.26687249808205815	0.8888888888888888	0.5875	0.975	0.2	0.9069767441860465	0.5	0.9397590361445783	0.18499999999999997	0.815
P78527_WT	Fold 2	5:39		0.7554678731204082	0.9545454545454546	0.8	1.0	0.6	0.9512195121951219	1.0	0.975	0.19487179487179485	0.8051282051282052
P78527_WT	Fold 3	4:40		0.48224282217041214	0.9318181818181818	0.625	1.0	0.25	0.9302325581395349	1.0	0.963855421686747	0.31875000000000003	0.6812499999999999
P78527_WT	Fold 4	4:40		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.26249999999999996	0.7374999999999999
P78527_WT	Fold 5	4:40		0.48224282217041214	0.9318181818181818	0.625	1.0	0.25	0.9302325581395349	1.0	0.963855421686747	0.1875	0.8125
P78527_WT	Mean	-		0.3973652031086581	0.9232323232323232	0.6275000000000001	0.9949999999999999	0.26	0.9255504563502294	0.7	0.9589701663798049	0.22972435897435894	0.770275641025641
P78527_WT	SD	-		0.2300628151221144	0.020442591177762936	0.08909264840602732	0.009128709291752777	0.17654083569153814	0.014824776905790536	0.3651483716701107	0.010932918722499333	0.04830057523062257	0.04830057523062259
P78527_WT	Test set	150:37		0.40442751916892933	0.6363636363636364	0.752972972972973	0.9459459459459459	0.56	0.3465346534653465	0.9767441860465116	0.5072463768115941	0.07729729729729731	0.9227027027027027
Q13418_WT		0:8	Only one activity class in traing set for temporal split at 2013										
Q99759_WT		1:6	Not enough data in minority class of the training set for all 5 folds										
Q99759_WT	Fold 1	3:39		0.563092506371473	0.9523809523809523	0.6666666666666666	1.0	0.3333333333333333	0.9512195121951219	1.0	0.975	0.2991452991452992	0.7008547008547008
Q99759_WT	Fold 2	3:38		0.0	0.926829268292683	0.5	1.0	0.0	0.926829268292683	0.0	0.9620253164556963	0.3859649122807018	0.6140350877192983
Q99759_WT	Fold 3	3:38		0.37116611173587033	0.926829268292683	0.6535087719298246	0.9736842105263158	0.3333333333333333	0.9487179487179487	0.5	0.9610389610389611	0.35964912280701755	0.6403508771929824
Q99759_WT	Fold 4	3:38		0.0	0.926829268292683	0.5	1.0	0.0	0.926829268292683	0.0	0.9620253164556963	0.2543859649122807	0.7456140350877194
Q99759_WT	Fold 5	3:38		0.5627314338711377	0.9512195121951219	0.6666666666666666	1.0	0.3333333333333333	0.95	1.0	0.9743589743589743	0.16666666666666669	0.8333333333333333
Q99759_WT	Mean	-		0.2993980103956962	0.9368176538908246	0.5973684210526315	0.9947368421052631	0.2	0.9407191994996873	0.5	0.9668897136618655	0.29316239316239323	0.7068376068376068
Q99759_WT	SD	-		0.23213080965804297	0.011172386518267248	0.07270654661439332	0.00960916767552922	0.14907119849998599	0.010378103484064989	0.408248290463863	0.005818399356940886	0.07138320080973705	0.07138320080973702
Q99759_WT	Test set	1:6		0.0	0.8571428571428571	0.5	1.0	0.0	0.8571428571428571	0.0	0.923076923076923	0.6666666666666666	0.3333333333333333
Q99755_WT		0:1	Only one activity class in traing set for temporal split at 2013										
Q99683_WT	Fold 1	3:10		0.778498944161523	0.9230769230769231	0.8333333333333333	1.0	0.6666666666666666	0.9090909090909091	1.0	0.9523809523809523	0.1	0.9
Q99683_WT	Fold 2	3:10		0.5270462766947299	0.8461538461538461	0.6666666666666666	1.0	0.3333333333333333	0.8333333333333334	1.0	0.9090909090909091	0.0	1.0
Q99683_WT	Fold 3	3:10		0.8215838362577492	0.9230769230769231	0.95	0.9	1.0	1.0	0.75	0.9473684210526316	0.0	1.0
Q99683_WT	Fold 4	2:10		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q99683_WT	Fold 5	3:9		0.5222329678670935	0.8333333333333334	0.6666666666666666	1.0	0.3333333333333333	0.8181818181818182	1.0	0.9	0.14814814814814817	0.8518518518518519
Q99683_WT	Mean	-		0.7298724049962191	0.9051282051282051	0.8233333333333335	0.9800000000000001	0.6666666666666667	0.9121212121212121	0.95	0.9417680565048986	0.049629629629629635	0.9503703703703703
Q99683_WT	SD	-		0.16733052057272363	0.055192766806710904	0.12678357178307478	0.036514837167011066	0.2721655269759087	0.07128193440152462	0.09128709291752768	0.03252517843269567	0.05720194214921757	0.057201942149217554
Q99683_WT	Test set	42:80		0.04231636330280052	0.6557377049180327	0.5056547619047619	0.9875	0.023809523809523808	0.6583333333333333	0.5	0.7899999999999999	0.5882440476190476	0.4117559523809524
Q99640_WT		4:42	Not enough data in minority class of the training set for all 5 folds										
Q92918_WT	Fold 1	3:9		0.5773502691896257	0.75	0.8333333333333333	0.6666666666666666	1.0	1.0	0.5	0.8	0.0	1.0
Q92918_WT	Fold 2	4:8		0.0	0.5	0.5	0.5	0.5	0.6666666666666666	0.3333333333333333	0.5714285714285715	0.53125	0.46875
Q92918_WT	Fold 3	4:8		0.15811388300841897	0.6666666666666666	0.5625	0.875	0.25	0.7	0.5	0.7777777777777777	0.46875	0.53125
Q92918_WT	Fold 4	4:8		0.15811388300841897	0.6666666666666666	0.5625	0.875	0.25	0.7	0.5	0.7777777777777777	0.40625	0.59375
Q92918_WT	Fold 5	4:8		0.42640143271122083	0.75	0.625	1.0	0.25	0.7272727272727273	1.0	0.8421052631578948	0.28125	0.71875
Q92918_WT	Mean	-		0.2639958935835369	0.6666666666666666	0.6166666666666666	0.7833333333333333	0.45	0.7587878787878788	0.5666666666666667	0.7538178780284043	0.3375	0.6625
Q92918_WT	SD	-		0.19003611762270542	0.08333333333333334	0.10527191423131774	0.16208993845439065	0.2661453237111886	0.1114860524177143	0.20637972912229677	0.08596652790162981	0.1715432404186575	0.1715432404186575
Q92918_WT	Test set	8:9		-0.09128709291752769	0.47058823529411764	0.4583333333333333	0.6666666666666666	0.25	0.5	0.4	0.5714285714285715	0.5833333333333334	0.41666666666666663
Q92630_WT	Fold 1	5:14		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q92630_WT	Fold 2	5:14		0.8640987597877148	0.9473684210526315	0.9	1.0	0.8	0.9333333333333333	1.0	0.9655172413793104	0.11428571428571425	0.8857142857142858
Q92630_WT	Fold 3	5:14		0.5709223948597402	0.8421052631578947	0.7642857142857142	0.9285714285714286	0.6	0.8666666666666667	0.75	0.896551724137931	0.21428571428571425	0.7857142857142857
Q92630_WT	Fold 4	5:13		0.5635445125120265	0.8333333333333334	0.7615384615384615	0.9230769230769231	0.6	0.8571428571428571	0.75	0.888888888888889	0.12307692307692308	0.8769230769230769
Q92630_WT	Fold 5	5:13		0.7211102550927979	0.8888888888888888	0.8	1.0	0.6	0.8666666666666667	1.0	0.9285714285714286	0.24615384615384617	0.7538461538461538
Q92630_WT	Mean	-		0.7439351844504558	0.9023391812865498	0.8451648351648352	0.9703296703296704	0.72	0.9047619047619048	0.9	0.9359058565955118	0.13956043956043956	0.8604395604395604
Q92630_WT	SD	-		0.15438246439972628	0.057931152034328914	0.08421746500140415	0.033210335404082435	0.14605934866804432	0.05009439313669683	0.11180339887498948	0.038292797747148576	0.0788814039720742	0.0788814039720742
Q92630_WT	Test set	37:98		0.16722344942374512	0.7185185185185186	0.5621897407611693	0.9081632653061225	0.21621621621621623	0.7542372881355932	0.47058823529411764	0.8240740740740741	0.37203530060672907	0.6279646993932708
Q16832_WT	Fold 1	4:9		-0.2842676218074806	0.5384615384615384	0.3888888888888889	0.7777777777777778	0.0	0.6363636363636364	0.0	0.7000000000000001	0.4722222222222222	0.5277777777777778
Q16832_WT	Fold 2	4:9		0.0	0.6923076923076923	0.5	1.0	0.0	0.6923076923076923	0.0	0.8181818181818181	0.3333333333333333	0.6666666666666667
Q16832_WT	Fold 3	4:9		0.42600643361512924	0.7692307692307693	0.6944444444444444	0.8888888888888888	0.5	0.8	0.6666666666666666	0.8421052631578948	0.3611111111111111	0.638888888888889
Q16832_WT	Fold 4	4:9		0.03042903097250923	0.6153846153846154	0.5138888888888888	0.7777777777777778	0.25	0.7	0.3333333333333333	0.7368421052631577	0.4444444444444444	0.5555555555555555
Q16832_WT	Fold 5	4:9		0.15811388300841897	0.6153846153846154	0.5833333333333333	0.6666666666666666	0.5	0.75	0.4	0.7058823529411765	0.3333333333333333	0.6666666666666666
Q16832_WT	Mean	-		0.06605634515771537	0.6461538461538462	0.5361111111111111	0.8222222222222222	0.25	0.7157342657342658	0.27999999999999997	0.7606023079088094	0.3888888888888889	0.611111111111111
Q16832_WT	SD	-		0.21071239662057226	0.0716114874039433	0.0919887719038503	0.1034388151390292	0.2041241452319315	0.05061442940425554	0.23221956404645566	0.05352505977407572	0.05319039487535211	0.05319039487535214
Q16832_WT	Test set	86:93		0.07334750900443997	0.5363128491620112	0.5366966741685422	0.5268817204301075	0.5465116279069767	0.5568181818181818	0.5164835164835165	0.5414364640883979	0.41366591647911977	0.5863340835208802
Q16816_WT	Fold 1	2:10		0.7745966692414834	0.9166666666666666	0.95	0.9	1.0	1.0	0.6666666666666666	0.9473684210526316	0.1	0.9
Q16816_WT	Fold 2	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.1	0.9
Q16816_WT	Fold 3	1:10		-0.1	0.8181818181818182	0.45	0.9	0.0	0.9	0.0	0.9	0.5	0.5
Q16816_WT	Fold 4	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.0	1.0
Q16816_WT	Fold 5	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.6111111111111112	0.38888888888888884
Q16816_WT	Mean	-		0.13491933384829669	0.8590909090909091	0.58	0.96	0.2	0.8921212121212122	0.13333333333333333	0.9217680565048987	0.26222222222222225	0.7377777777777778
Q16816_WT	SD	-		0.2941042521424615	0.0404671224727477	0.1698038083593337	0.04472135954999578	0.3651483716701108	0.059035197772715764	0.24343224778007383	0.021216874940527375	0.22347793365626892	0.22347793365626892
Q16816_WT	Test set	7:39		0.0	0.8478260869565217	0.5	1.0	0.0	0.8478260869565217	0.0	0.9176470588235294	0.5732600732600733	0.4267399267399268
Q16659_WT		2:46	Not enough data in minority class for all 5 folds										
Q16644_WT		5:754	Not enough data in minority class of the training set for all 5 folds										
Q16620_WT	Fold 1	23:177		0.4206864365766496	0.905	0.6436993367722919	0.9830508474576272	0.30434782608695654	0.9157894736842105	0.7	0.9482288828337875	0.13804961925816753	0.8619503807418325
Q16620_WT	Fold 2	22:177		0.426164514231991	0.8994974874371859	0.6847714432460196	0.96045197740113	0.4090909090909091	0.9289617486338798	0.5625	0.9444444444444445	0.15279917822290703	0.847200821777093
Q16620_WT	Fold 3	22:177		0.4456538895763919	0.9045226130653267	0.6875963020030816	0.9661016949152542	0.4090909090909091	0.9293478260869565	0.6	0.9473684210526315	0.08834103749357987	0.9116589625064201
Q16620_WT	Fold 4	23:176		0.5686946457273099	0.9246231155778895	0.7117094861660079	0.9886363636363636	0.43478260869565216	0.93048128342246	0.8333333333333334	0.9586776859504132	0.09288537549407114	0.907114624505929
Q16620_WT	Fold 5	23:176		0.6347216203479252	0.9346733668341709	0.7362895256916996	0.9943181818181818	0.4782608695652174	0.9358288770053476	0.9166666666666666	0.9641873278236914	0.09041501976284587	0.9095849802371541
Q16620_WT	Mean	-		0.49918422129205353	0.9136633165829146	0.6928132187758201	0.9785118130457114	0.4071146245059289	0.9280818417665708	0.7224999999999999	0.9525813524209935	0.11249804604631428	0.8875019539536858
Q16620_WT	SD	-		0.07912159617318155	0.012388271576836897	0.02814047489550446	0.011924200513715476	0.05227512441236027	0.006045013657521043	0.12321879065455224	0.006882246047228921	0.024943075547333646	0.02494307554733363
Q16620_WT	Test set	52:65		0.16659019652423024	0.5897435897435898	0.5423076923076923	0.9692307692307692	0.11538461538461539	0.5779816513761468	0.75	0.7241379310344828	0.3748520710059172	0.6251479289940829
Q16584_WT	Fold 1	6:11		0.8740073734751262	0.9411764705882353	0.9166666666666667	1.0	0.8333333333333334	0.9166666666666666	1.0	0.9565217391304348	0.0	1.0
Q16584_WT	Fold 2	5:11		0.8703882797784892	0.9375	0.9545454545454546	0.9090909090909091	1.0	1.0	0.8333333333333334	0.9523809523809523	0.08181818181818183	0.9181818181818182
Q16584_WT	Fold 3	5:11		0.8703882797784892	0.9375	0.9545454545454546	0.9090909090909091	1.0	1.0	0.8333333333333334	0.9523809523809523	0.0	1.0
Q16584_WT	Fold 4	6:10		0.7333333333333333	0.875	0.8666666666666667	0.9	0.8333333333333334	0.9	0.8333333333333334	0.9	0.016666666666666663	0.9833333333333334
Q16584_WT	Fold 5	6:10		0.8783100656536799	0.9375	0.95	0.9	1.0	1.0	0.8571428571428571	0.9473684210526316	0.0	1.0
Q16584_WT	Mean	-		0.8452854664038236	0.9257352941176471	0.9284848484848485	0.9236363636363636	0.9333333333333333	0.9633333333333333	0.8714285714285716	0.9417304129889942	0.0196969696969697	0.9803030303030302
Q16584_WT	SD	-		0.05116827578214439	0.023193838669981624	0.03104397189473212	0.03505210603859698	0.07453559924999296	0.041275945824459356	0.05928523618089872	0.019230469793444217	0.028960143811780713	0.028960143811780702
Q16584_WT	Test set	16:26		-0.04003203845127179	0.5714285714285714	0.4855769230769231	0.8461538461538461	0.125	0.6111111111111112	0.3333333333333333	0.7096774193548387	0.43509615384615385	0.564903846153846
Q16566_WT		0:16	Only one activity class in traing set for temporal split at 2013										
Q16513_WT	Fold 1	19:134		0.6624194918538467	0.934640522875817	0.75942655145326	0.9925373134328358	0.5263157894736842	0.9366197183098591	0.9090909090909091	0.9637681159420289	0.15435978004713277	0.8456402199528672
Q16513_WT	Fold 2	20:133		0.6467380126532369	0.9281045751633987	0.7674812030075189	0.9849624060150376	0.55	0.9357142857142857	0.8461538461538461	0.9597069597069596	0.14022556390977442	0.8597744360902255
Q16513_WT	Fold 3	20:133		0.42109938170722355	0.8954248366013072	0.6212406015037594	0.9924812030075187	0.25	0.8979591836734694	0.8333333333333334	0.9428571428571428	0.09548872180451129	0.9045112781954886
Q16513_WT	Fold 4	20:133		0.6080631887109805	0.9215686274509803	0.7424812030075187	0.9849624060150376	0.5	0.9290780141843972	0.8333333333333334	0.9562043795620437	0.08007518796992483	0.9199248120300751
Q16513_WT	Fold 5	20:133		0.6467380126532369	0.9281045751633987	0.7674812030075189	0.9849624060150376	0.55	0.9357142857142857	0.8461538461538461	0.9597069597069596	0.24285714285714288	0.7571428571428571
Q16513_WT	Mean	-		0.5970116175157049	0.9215686274509803	0.7316221523959151	0.9879811468970935	0.47526315789473694	0.9270170975192595	0.8536130536130535	0.956448711555027	0.14260127931769723	0.8573987206823027
Q16513_WT	SD	-		0.08194598902651784	0.01251538702949461	0.05106667763165809	0.0033750937773979095	0.10418970197746645	0.013491369004030355	0.025857320399673416	0.006577695650348833	0.052160409174977974	0.052160409174977954
Q16513_WT	Test set	11:14		0.05275349613399974	0.56	0.5194805194805194	0.8571428571428571	0.18181818181818182	0.5714285714285714	0.5	0.6857142857142857	0.36363636363636365	0.6363636363636364
Q16512_WT	Fold 1	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.15	0.85
Q16512_WT	Fold 2	2:10		0.674199862463242	0.9166666666666666	0.75	1.0	0.5	0.9090909090909091	1.0	0.9523809523809523	0.35	0.65
Q16512_WT	Fold 3	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.8	0.2
Q16512_WT	Fold 4	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.2	0.8
Q16512_WT	Fold 5	2:9		0.6708203932499369	0.9090909090909091	0.75	1.0	0.5	0.9	1.0	0.9473684210526316	0.16666666666666666	0.8333333333333333
Q16512_WT	Mean	-		0.2690040511426358	0.8954545454545455	0.6	1.0	0.2	0.8921212121212122	0.4	0.9427204374572795	0.33333333333333337	0.6666666666666666
Q16512_WT	SD	-		0.3007572545231191	0.028480549858326612	0.11180339887498948	0.0	0.22360679774997896	0.027024685741457704	0.4472135954999579	0.015451675073265753	0.22256917360011258	0.22256917360011255
Q16512_WT	Test set	14:31		0.320920602677035	0.7333333333333333	0.5714285714285714	1.0	0.14285714285714285	0.7209302325581395	1.0	0.8378378378378378	0.4032258064516129	0.5967741935483871
Q16288_WT	Fold 1	23:126		0.4751048058053319	0.8859060402684564	0.6482056590752243	0.9920634920634921	0.30434782608695654	0.8865248226950354	0.875	0.9363295880149813	0.20738440303657696	0.7926155969634231
Q16288_WT	Fold 2	23:126		0.2815449957832805	0.8523489932885906	0.5928226363008972	0.9682539682539683	0.21739130434782608	0.8714285714285714	0.5555555555555556	0.9172932330827068	0.1266390614216701	0.8733609385783299
Q16288_WT	Fold 3	23:126		0.3766535065349403	0.8657718120805369	0.6363008971704625	0.9682539682539683	0.30434782608695654	0.8840579710144928	0.6363636363636364	0.9242424242424243	0.16908212560386474	0.8309178743961352
Q16288_WT	Fold 4	22:126		0.40713755413030883	0.8716216216216216	0.661976911976912	0.9603174603174603	0.36363636363636365	0.8962962962962963	0.6153846153846154	0.9272030651340996	0.21428571428571427	0.7857142857142858
Q16288_WT	Fold 5	23:125		0.37116919440107954	0.8581081081081081	0.6499130434782608	0.952	0.34782608695652173	0.8880597014925373	0.5714285714285714	0.9189189189189189	0.13321739130434784	0.8667826086956522
Q16288_WT	Mean	-		0.3823220113309882	0.8667513150734628	0.6378438296003514	0.9681777777777778	0.3075098814229249	0.8852734725853866	0.6507464757464758	0.9247974458786261	0.17012173913043477	0.8298782608695652
Q16288_WT	SD	-		0.0570628049457949	0.010596498704154385	0.021850734485294208	0.012206856279158816	0.04639851570222669	0.007348359491439563	0.10575097447089918	0.006190794835540105	0.0331479455581991	0.03314794555819907
Q16288_WT	Test set	48:70		0.2009799194062311	0.6271186440677966	0.5449404761904763	0.9857142857142858	0.10416666666666667	0.6160714285714286	0.8333333333333334	0.7582417582417583	0.24732142857142855	0.7526785714285714
Q15831_WT		1:6	Not enough data in minority class of the training set for all 5 folds										
Q15831_WT	Fold 1	1:9		0.0	0.9	0.5	1.0	0.0	0.9	0.0	0.9473684210526316	0.1111111111111111	0.8888888888888888
Q15831_WT	Fold 2	1:9		0.0	0.9	0.5	1.0	0.0	0.9	0.0	0.9473684210526316	0.1111111111111111	0.8888888888888888
Q15831_WT	Fold 3	1:9		0.6666666666666666	0.9	0.9444444444444444	0.8888888888888888	1.0	1.0	0.5	0.9411764705882353	0.1111111111111111	0.8888888888888888
Q15831_WT	Fold 4	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.375	0.625
Q15831_WT	Fold 5	2:8		0.2182178902359924	0.7	0.625	0.75	0.5	0.8571428571428571	0.3333333333333333	0.7999999999999999	0.3125	0.6875
Q15831_WT	Mean	-		0.1769769113805318	0.8400000000000001	0.6138888888888889	0.9277777777777778	0.3	0.8914285714285712	0.16666666666666666	0.9049604403164775	0.20416666666666666	0.7958333333333333
Q15831_WT	SD	-		0.23645272827583988	0.07302967433402216	0.15721666002463103	0.09015304773805989	0.3651483716701107	0.05981831903787506	0.19245008972987526	0.051934996719616384	0.10559209893749007	0.10559209893749005
Q15831_WT	Test set	1:6		0.0	0.8571428571428571	0.5	1.0	0.0	0.8571428571428571	0.0	0.923076923076923	0.5	0.5
Q15759_WT	Fold 1	8:28		0.6573757351339166	0.8888888888888888	0.7946428571428572	0.9642857142857143	0.625	0.9	0.8333333333333334	0.9310344827586207	0.05803571428571429	0.9419642857142857
Q15759_WT	Fold 2	9:27		0.5101127853361851	0.8333333333333334	0.7037037037037037	0.9629629629629629	0.4444444444444444	0.8387096774193549	0.8	0.896551724137931	0.27572016460905346	0.7242798353909465
